,Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
6131,Microsoft,Intel i7,32,SSD,512.0,Nvidia RTX 3080,14.0,1366x768,4.1,2.15,FreeDOS,1717.82,High-End
6132,MSI,AMD Ryzen 9,64,SSD,256.0,Nvidia RTX 2060,14.0,1920x1080,7.2,2.99,Linux,5005.8,Luxury
6133,Apple,Intel i3,64,SSD,256.0,Nvidia RTX 2060,13.3,1366x768,7.5,1.46,macOS,2585.2,High-End
6134,Lenovo,AMD Ryzen 7,32,SSD,256.0,Nvidia RTX 3060,17.3,2560x1440,10.8,1.3,macOS,2728.83,High-End
6135,HP,Intel i7,32,SSD,256.0,AMD Radeon RX 6600,13.3,3840x2160,11.9,2.9,Linux,3200.05,Luxury
6136,HP,AMD Ryzen 5,4,SSD,2048.0,Nvidia RTX 2060,14.0,1366x768,6.1,3.02,macOS,635.71,Low-End
6137,Razer,Intel i5,64,HDD,1024.0,Nvidia RTX 3060,14.0,3840x2160,8.9,2.95,macOS,4514.07,Luxury
6138,Acer,AMD Ryzen 3,32,HDD,1024.0,Nvidia RTX 2060,13.3,1366x768,7.6,1.68,Linux,893.13,Mid-End
6139,Asus,Intel i3,8,SSD,512.0,Nvidia RTX 2060,17.3,3840x2160,11.1,1.35,Linux,1435.64,Mid-End
6140,Apple,Intel i9,4,SSD,256.0,AMD Radeon RX 6800,17.3,2560x1440,6.7,1.78,Linux,3039.28,Luxury
6141,Acer,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 3080,16.0,1920x1080,9.2,2.36,Windows,1272.63,Mid-End
6142,Dell,Intel i9,32,SSD,1024.0,AMD Radeon RX 6600,15.6,1920x1080,11.6,2.59,FreeDOS,3026.99,Luxury
6143,HP,Intel i7,64,SSD,2048.0,AMD Radeon RX 6800,13.3,2560x1440,4.5,2.58,Windows,3687.11,Luxury
6144,Lenovo,Intel i3,16,SSD,2048.0,AMD Radeon RX 6600,15.6,2560x1440,6.9,1.74,Linux,1484.8,Mid-End
6145,Razer,Intel i7,8,HDD,1024.0,AMD Radeon RX 6800,14.0,1366x768,7.4,2.7,Windows,1280.07,Mid-End
6146,Apple,Intel i3,64,SSD,2048.0,AMD Radeon RX 6600,13.3,3840x2160,5.5,3.05,Windows,4987.88,Luxury
6147,MSI,AMD Ryzen 3,4,SSD,256.0,Integrated,16.0,1920x1080,10.8,1.32,FreeDOS,749.39,Low-End
6148,Samsung,Intel i5,8,HDD,1024.0,Nvidia RTX 3060,17.3,3840x2160,5.0,2.0,Windows,1433.96,Mid-End
6149,Microsoft,Intel i3,4,SSD,256.0,AMD Radeon RX 6600,14.0,1366x768,11.3,1.64,FreeDOS,623.89,Low-End
6150,Apple,Intel i7,64,SSD,1024.0,Integrated,17.3,1920x1080,8.7,2.13,macOS,3295.19,Luxury
6151,Samsung,Intel i7,4,HDD,1024.0,Nvidia RTX 3080,13.3,2560x1440,4.5,2.84,Windows,1162.52,Mid-End
6152,Microsoft,Intel i3,64,SSD,1024.0,Nvidia GTX 1650,14.0,2560x1440,4.2,2.47,macOS,2539.5,High-End
6153,Asus,Intel i7,32,HDD,1024.0,AMD Radeon RX 6800,14.0,2560x1440,11.4,1.75,Windows,1950.89,High-End
6154,Razer,Intel i9,8,SSD,1024.0,Nvidia RTX 2060,14.0,3840x2160,4.8,2.76,macOS,3763.79,Luxury
6155,Razer,Intel i9,4,SSD,2048.0,Nvidia RTX 3060,16.0,3840x2160,4.1,2.88,Windows,3929.64,Luxury
6156,HP,Intel i9,4,SSD,2048.0,Nvidia GTX 1650,14.0,3840x2160,11.2,2.68,macOS,2346.17,High-End
6157,Apple,Intel i7,4,HDD,1024.0,Nvidia RTX 3080,17.3,2560x1440,10.5,1.83,Linux,2024.63,High-End
6158,Acer,Intel i7,32,HDD,1024.0,Nvidia RTX 3060,13.3,1920x1080,8.5,1.5,macOS,1641.59,High-End
6159,Acer,AMD Ryzen 5,4,SSD,1024.0,Nvidia GTX 1650,16.0,1366x768,7.5,1.49,FreeDOS,879.98,Mid-End
6160,Acer,Intel i5,32,HDD,1024.0,Integrated,13.3,1366x768,8.4,1.27,Linux,699.95,Low-End
6161,HP,Intel i7,16,SSD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,4.1,1.63,Windows,1644.92,High-End
6162,Razer,AMD Ryzen 7,64,HDD,1024.0,Integrated,16.0,3840x2160,5.5,3.11,Linux,4265.85,Luxury
6163,Dell,AMD Ryzen 9,8,HDD,1024.0,Integrated,16.0,1920x1080,7.2,2.44,macOS,1091.37,Mid-End
6164,Asus,AMD Ryzen 7,4,SSD,512.0,Nvidia RTX 2060,13.3,1366x768,6.2,1.93,Linux,962.03,Mid-End
6165,Microsoft,AMD Ryzen 5,8,SSD,256.0,Nvidia RTX 3060,13.3,1920x1080,6.1,3.33,FreeDOS,1023.97,Mid-End
6166,Razer,AMD Ryzen 5,8,SSD,512.0,Nvidia GTX 1650,13.3,1366x768,7.1,3.18,Windows,1242.07,Mid-End
6167,HP,AMD Ryzen 9,16,SSD,1024.0,Nvidia RTX 2060,15.6,1366x768,6.2,2.74,FreeDOS,1798.09,High-End
6168,Apple,Intel i3,32,SSD,1024.0,Integrated,16.0,3840x2160,6.1,2.93,FreeDOS,2361.41,High-End
6169,Samsung,Intel i7,4,SSD,512.0,Integrated,16.0,1920x1080,10.2,2.37,Windows,848.67,Mid-End
6170,Dell,Intel i7,64,SSD,256.0,AMD Radeon RX 6600,15.6,1920x1080,6.1,1.3,Linux,3319.38,Luxury
6171,HP,AMD Ryzen 7,32,SSD,1024.0,AMD Radeon RX 6800,13.3,1920x1080,4.6,2.81,Windows,2050.88,High-End
6172,Asus,AMD Ryzen 9,32,SSD,512.0,Nvidia RTX 3080,15.6,1920x1080,8.4,1.92,macOS,2809.39,High-End
6173,Dell,Intel i7,32,SSD,512.0,Nvidia RTX 2060,17.3,1920x1080,9.0,2.75,macOS,2152.68,High-End
6174,Dell,AMD Ryzen 9,16,HDD,1024.0,Nvidia GTX 1650,15.6,3840x2160,10.6,2.99,Windows,2890.34,High-End
6175,HP,Intel i5,64,HDD,1024.0,Nvidia GTX 1650,16.0,1366x768,6.4,2.43,Linux,1796.53,High-End
6176,Lenovo,AMD Ryzen 9,8,SSD,2048.0,Integrated,17.3,2560x1440,9.8,2.6,Windows,1661.82,High-End
6177,Asus,AMD Ryzen 9,32,SSD,2048.0,Nvidia RTX 2060,14.0,3840x2160,5.7,2.29,FreeDOS,4438.3,Luxury
6178,HP,Intel i3,64,SSD,256.0,Integrated,13.3,1366x768,12.0,2.79,FreeDOS,997.19,Mid-End
6179,Microsoft,Intel i5,32,SSD,512.0,Nvidia GTX 1650,13.3,3840x2160,8.3,2.64,Windows,2626.93,High-End
6180,Microsoft,AMD Ryzen 9,4,SSD,2048.0,AMD Radeon RX 6600,15.6,1920x1080,8.0,2.87,macOS,1739.09,High-End
6181,MSI,AMD Ryzen 9,8,SSD,2048.0,AMD Radeon RX 6600,14.0,1920x1080,11.3,1.42,FreeDOS,2056.25,High-End
6182,Apple,Intel i5,4,SSD,1024.0,Nvidia RTX 3060,14.0,1920x1080,6.9,1.95,FreeDOS,1431.47,Mid-End
6183,MSI,AMD Ryzen 5,32,HDD,1024.0,Nvidia RTX 3060,16.0,3840x2160,5.1,2.03,Linux,3132.47,Luxury
6184,Samsung,AMD Ryzen 5,8,HDD,1024.0,AMD Radeon RX 6600,13.3,1920x1080,6.0,3.02,Windows,912.09,Mid-End
6185,Samsung,Intel i9,16,SSD,256.0,Nvidia GTX 1650,16.0,2560x1440,5.2,2.74,Linux,2588.47,High-End
6186,MSI,Intel i3,16,SSD,512.0,Nvidia RTX 3080,16.0,2560x1440,6.9,2.87,FreeDOS,1740.3,High-End
6187,HP,AMD Ryzen 5,16,SSD,2048.0,Nvidia RTX 2060,15.6,1366x768,11.6,3.24,Windows,1256.76,Mid-End
6188,Apple,AMD Ryzen 9,32,SSD,512.0,Nvidia GTX 1650,16.0,1366x768,11.8,2.83,Linux,3737.75,Luxury
6189,Microsoft,Intel i9,8,HDD,1024.0,Nvidia RTX 2060,15.6,1920x1080,8.9,1.23,Windows,1646.19,High-End
6190,Dell,Intel i5,64,SSD,1024.0,Nvidia RTX 3080,14.0,1920x1080,11.5,2.23,macOS,2344.78,High-End
6191,Asus,AMD Ryzen 7,8,SSD,512.0,Nvidia RTX 3080,14.0,3840x2160,7.2,2.81,Linux,2174.23,High-End
6192,HP,Intel i3,16,SSD,2048.0,AMD Radeon RX 6600,13.3,1366x768,9.3,2.35,FreeDOS,946.55,Mid-End
6193,Lenovo,Intel i9,16,SSD,512.0,Integrated,14.0,1366x768,5.7,3.32,Windows,1074.02,Mid-End
6194,HP,AMD Ryzen 3,8,SSD,2048.0,Nvidia GTX 1650,13.3,1920x1080,9.7,2.06,Windows,913.2,Mid-End
6195,HP,Intel i5,8,SSD,256.0,Nvidia RTX 3060,15.6,1920x1080,10.6,3.41,macOS,1108.5,Mid-End
6196,Samsung,AMD Ryzen 3,16,SSD,2048.0,Integrated,16.0,1920x1080,4.7,1.26,FreeDOS,717.11,Low-End
6197,Asus,Intel i5,8,SSD,1024.0,Nvidia RTX 3080,17.3,1920x1080,7.8,3.39,Linux,1253.43,Mid-End
6198,Samsung,AMD Ryzen 9,64,SSD,512.0,AMD Radeon RX 6800,14.0,1366x768,8.5,1.83,FreeDOS,3181.0,Luxury
6199,MSI,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 3080,16.0,2560x1440,5.2,1.4,Windows,7102.18,Luxury
6200,Apple,AMD Ryzen 7,32,SSD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,8.2,2.42,macOS,5350.98,Luxury
6201,Microsoft,Intel i3,64,SSD,256.0,Nvidia RTX 3080,15.6,1920x1080,9.0,2.95,Linux,2089.94,High-End
6202,Razer,AMD Ryzen 3,64,SSD,2048.0,AMD Radeon RX 6600,13.3,1366x768,8.1,2.43,macOS,2402.78,High-End
6203,Acer,AMD Ryzen 7,64,SSD,1024.0,Integrated,17.3,3840x2160,5.5,2.63,Windows,3556.86,Luxury
6204,Lenovo,AMD Ryzen 5,8,SSD,2048.0,AMD Radeon RX 6600,16.0,2560x1440,8.4,2.47,Linux,1478.83,Mid-End
6205,HP,Intel i9,32,SSD,2048.0,Nvidia GTX 1650,15.6,2560x1440,7.1,3.17,FreeDOS,3620.46,Luxury
6206,Microsoft,Intel i3,64,SSD,512.0,Nvidia RTX 3080,15.6,1920x1080,9.3,2.77,macOS,2226.67,High-End
6207,HP,Intel i7,64,HDD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,10.3,1.26,Windows,3297.38,Luxury
6208,Asus,AMD Ryzen 9,4,HDD,1024.0,Nvidia GTX 1650,13.3,1920x1080,5.1,3.35,macOS,1117.68,Mid-End
6209,Microsoft,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 3080,17.3,3840x2160,5.9,2.87,Linux,7194.87,Luxury
6210,Microsoft,Intel i5,32,SSD,1024.0,Integrated,13.3,1366x768,8.9,2.5,Windows,983.49,Mid-End
6211,Samsung,Intel i7,64,SSD,256.0,Integrated,15.6,2560x1440,4.8,2.13,Linux,2719.22,High-End
6212,Samsung,Intel i7,16,SSD,512.0,Integrated,13.3,2560x1440,7.0,2.9,macOS,1184.38,Mid-End
6213,Microsoft,Intel i3,8,SSD,512.0,Nvidia RTX 2060,13.3,3840x2160,11.9,1.85,FreeDOS,1324.77,Mid-End
6214,Asus,AMD Ryzen 5,8,SSD,512.0,Nvidia RTX 3060,13.3,1920x1080,7.8,1.27,Linux,1154.3,Mid-End
6215,HP,AMD Ryzen 3,8,SSD,256.0,AMD Radeon RX 6600,15.6,1920x1080,8.5,3.18,macOS,1014.16,Mid-End
6216,Samsung,Intel i3,8,SSD,512.0,AMD Radeon RX 6600,14.0,1920x1080,5.2,1.48,macOS,785.57,Low-End
6217,Dell,Intel i5,4,SSD,2048.0,Nvidia GTX 1650,17.3,1920x1080,5.5,2.92,Windows,1099.48,Mid-End
6218,Acer,Intel i7,4,SSD,2048.0,AMD Radeon RX 6800,14.0,2560x1440,5.9,1.25,macOS,1324.93,Mid-End
6219,HP,Intel i3,4,SSD,256.0,Nvidia GTX 1650,14.0,3840x2160,7.8,1.39,Linux,1295.08,Mid-End
6220,Dell,AMD Ryzen 5,16,SSD,2048.0,Nvidia RTX 3060,16.0,3840x2160,10.8,1.67,Linux,2183.93,High-End
6221,Apple,Intel i5,16,SSD,256.0,Integrated,16.0,2560x1440,5.9,1.39,Windows,1609.82,High-End
6222,Apple,Intel i5,4,HDD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,8.7,3.37,Linux,1674.63,High-End
6223,Apple,Intel i7,8,SSD,256.0,Nvidia RTX 3060,13.3,1366x768,9.8,2.58,macOS,1614.48,High-End
6224,Razer,Intel i3,64,SSD,1024.0,Nvidia RTX 3060,13.3,1920x1080,6.2,3.05,Linux,2818.76,High-End
6225,MSI,AMD Ryzen 3,32,SSD,256.0,Integrated,16.0,2560x1440,8.3,1.99,Windows,1626.13,High-End
6226,Lenovo,AMD Ryzen 5,16,SSD,1024.0,Nvidia RTX 2060,14.0,2560x1440,5.2,1.58,Linux,1487.25,Mid-End
6227,Dell,AMD Ryzen 5,8,SSD,512.0,Nvidia GTX 1650,13.3,3840x2160,8.3,1.23,Windows,1718.82,High-End
6228,MSI,Intel i7,16,SSD,256.0,Nvidia RTX 3080,14.0,1920x1080,9.9,2.91,Windows,1844.99,High-End
6229,HP,Intel i7,16,HDD,1024.0,Nvidia RTX 2060,14.0,2560x1440,5.1,2.77,Linux,1675.37,High-End
6230,Razer,Intel i9,32,SSD,1024.0,Nvidia RTX 3060,17.3,3840x2160,5.7,3.12,macOS,6804.55,Luxury
6231,Acer,AMD Ryzen 9,16,SSD,2048.0,AMD Radeon RX 6800,14.0,2560x1440,6.5,3.14,macOS,2371.68,High-End
6232,Apple,AMD Ryzen 5,16,SSD,256.0,Nvidia RTX 2060,13.3,3840x2160,4.1,2.99,Windows,2920.45,High-End
6233,Dell,AMD Ryzen 5,32,SSD,512.0,Integrated,13.3,1920x1080,9.9,1.34,Windows,1129.79,Mid-End
6234,Asus,AMD Ryzen 3,16,SSD,1024.0,Nvidia RTX 3080,13.3,1366x768,11.8,3.45,Windows,758.7,Low-End
6235,Lenovo,Intel i3,64,SSD,512.0,Nvidia RTX 3060,13.3,1920x1080,10.3,3.49,Linux,2098.06,High-End
6236,MSI,AMD Ryzen 3,16,HDD,1024.0,Integrated,16.0,2560x1440,10.2,3.32,FreeDOS,926.08,Mid-End
6237,Asus,AMD Ryzen 5,16,SSD,2048.0,AMD Radeon RX 6800,13.3,3840x2160,9.6,2.92,FreeDOS,1900.89,High-End
6238,HP,Intel i9,32,SSD,256.0,Nvidia GTX 1650,14.0,1920x1080,8.0,1.66,Windows,2637.31,High-End
6239,Asus,Intel i3,16,HDD,1024.0,Integrated,17.3,3840x2160,9.3,2.94,Windows,1076.37,Mid-End
6240,Razer,Intel i5,32,SSD,256.0,Integrated,17.3,3840x2160,5.2,1.66,macOS,2595.6,High-End
6241,Microsoft,Intel i9,8,SSD,512.0,Nvidia RTX 2060,14.0,1920x1080,8.4,2.91,macOS,1776.02,High-End
6242,Lenovo,AMD Ryzen 7,4,SSD,512.0,Nvidia RTX 3080,15.6,2560x1440,5.8,3.46,FreeDOS,1521.99,High-End
6243,HP,Intel i3,64,SSD,256.0,Nvidia RTX 3060,14.0,2560x1440,7.0,1.34,Windows,2552.2,High-End
6244,Microsoft,AMD Ryzen 3,8,HDD,1024.0,Nvidia RTX 3060,15.6,1366x768,11.1,2.59,macOS,683.46,Low-End
6245,HP,AMD Ryzen 7,4,SSD,512.0,Integrated,17.3,1366x768,8.1,3.5,FreeDOS,829.66,Mid-End
6246,MSI,AMD Ryzen 9,4,HDD,1024.0,AMD Radeon RX 6800,16.0,2560x1440,6.0,3.34,FreeDOS,2198.03,High-End
6247,Apple,AMD Ryzen 5,8,SSD,2048.0,Nvidia GTX 1650,14.0,3840x2160,6.1,3.34,Linux,2459.98,High-End
6248,Samsung,AMD Ryzen 7,8,SSD,512.0,Nvidia RTX 3060,16.0,3840x2160,11.8,1.7,Linux,2359.01,High-End
6249,Microsoft,AMD Ryzen 3,32,HDD,1024.0,Nvidia GTX 1650,13.3,3840x2160,11.0,3.3,Linux,1760.72,High-End
6250,Samsung,Intel i9,8,SSD,2048.0,AMD Radeon RX 6800,17.3,3840x2160,11.2,2.9,FreeDOS,3004.5,Luxury
6251,Lenovo,AMD Ryzen 7,64,SSD,1024.0,Nvidia RTX 2060,14.0,1366x768,11.7,1.23,FreeDOS,2590.26,High-End
6252,MSI,Intel i5,32,SSD,2048.0,AMD Radeon RX 6600,13.3,2560x1440,9.9,1.7,Linux,2560.64,High-End
6253,Asus,Intel i7,4,SSD,256.0,Nvidia GTX 1650,15.6,1366x768,9.7,2.15,Linux,999.38,Mid-End
6254,Apple,AMD Ryzen 3,16,SSD,256.0,Integrated,16.0,3840x2160,9.7,1.75,FreeDOS,1894.69,High-End
6255,HP,AMD Ryzen 3,8,SSD,1024.0,Nvidia RTX 2060,14.0,2560x1440,6.1,2.23,FreeDOS,916.29,Mid-End
6256,HP,Intel i3,16,SSD,2048.0,AMD Radeon RX 6800,16.0,1366x768,4.9,1.41,Linux,809.58,Mid-End
6257,HP,Intel i3,32,SSD,256.0,Nvidia RTX 3060,14.0,1920x1080,10.5,2.91,Windows,1480.72,Mid-End
6258,Samsung,AMD Ryzen 3,64,SSD,1024.0,AMD Radeon RX 6600,14.0,1920x1080,7.7,1.66,Windows,1935.85,High-End
6259,Microsoft,Intel i3,32,SSD,256.0,Nvidia RTX 2060,15.6,3840x2160,10.7,1.77,macOS,2566.67,High-End
6260,Acer,AMD Ryzen 9,8,HDD,1024.0,Nvidia RTX 3060,13.3,2560x1440,6.4,2.34,macOS,1701.04,High-End
6261,Samsung,AMD Ryzen 9,4,SSD,256.0,Nvidia GTX 1650,14.0,2560x1440,11.8,3.24,macOS,1774.03,High-End
6262,Microsoft,Intel i9,32,SSD,1024.0,Nvidia RTX 3060,14.0,2560x1440,7.2,1.8,FreeDOS,3407.08,Luxury
6263,Apple,AMD Ryzen 5,8,SSD,1024.0,AMD Radeon RX 6800,15.6,3840x2160,8.8,1.31,Windows,2737.01,High-End
6264,Apple,AMD Ryzen 7,32,SSD,512.0,Integrated,17.3,1920x1080,8.2,2.53,FreeDOS,2165.44,High-End
6265,Samsung,Intel i3,32,SSD,2048.0,Nvidia RTX 3060,13.3,1920x1080,8.1,1.94,Windows,1456.68,Mid-End
6266,Apple,Intel i5,16,SSD,1024.0,Nvidia RTX 3060,14.0,1920x1080,10.7,1.77,FreeDOS,1906.24,High-End
6267,HP,Intel i9,64,SSD,1024.0,Nvidia GTX 1650,14.0,2560x1440,10.2,1.35,FreeDOS,5003.59,Luxury
6268,Microsoft,Intel i9,4,SSD,512.0,Integrated,16.0,2560x1440,4.9,2.87,FreeDOS,1449.18,Mid-End
6269,Samsung,AMD Ryzen 7,4,SSD,2048.0,Nvidia RTX 3080,16.0,2560x1440,5.9,2.07,Windows,1432.27,Mid-End
6270,Asus,AMD Ryzen 3,4,SSD,2048.0,AMD Radeon RX 6600,15.6,1920x1080,6.6,1.97,Linux,712.83,Low-End
6271,Lenovo,Intel i5,16,SSD,1024.0,Nvidia RTX 2060,17.3,3840x2160,6.6,2.51,Windows,2133.85,High-End
6272,Samsung,Intel i5,64,SSD,2048.0,Nvidia RTX 3080,16.0,3840x2160,9.1,2.9,FreeDOS,4447.01,Luxury
6273,HP,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 3060,17.3,1366x768,7.4,3.01,macOS,1052.31,Mid-End
6274,HP,Intel i5,64,HDD,1024.0,Nvidia GTX 1650,17.3,2560x1440,10.6,3.11,Windows,2627.42,High-End
6275,HP,AMD Ryzen 7,32,SSD,512.0,AMD Radeon RX 6800,17.3,1920x1080,8.6,2.86,FreeDOS,2152.64,High-End
6276,Lenovo,Intel i5,4,SSD,512.0,AMD Radeon RX 6800,15.6,3840x2160,5.3,3.42,FreeDOS,1692.96,High-End
6277,Apple,AMD Ryzen 5,8,SSD,2048.0,Nvidia RTX 3060,13.3,3840x2160,9.8,1.57,macOS,2601.9,High-End
6278,Acer,Intel i5,16,SSD,2048.0,Nvidia RTX 3080,17.3,1366x768,8.2,2.3,Windows,1091.23,Mid-End
6279,HP,AMD Ryzen 7,4,SSD,1024.0,Nvidia RTX 2060,15.6,1366x768,6.7,1.33,Linux,1150.02,Mid-End
6280,Dell,Intel i7,32,HDD,1024.0,Integrated,13.3,1920x1080,11.3,1.72,Windows,1205.57,Mid-End
6281,Microsoft,AMD Ryzen 9,32,SSD,1024.0,AMD Radeon RX 6600,15.6,1366x768,7.2,1.55,Windows,2421.04,High-End
6282,Apple,Intel i5,32,SSD,1024.0,Nvidia RTX 3080,15.6,1366x768,6.7,2.5,Windows,2072.78,High-End
6283,Razer,Intel i7,32,SSD,1024.0,AMD Radeon RX 6800,15.6,1366x768,9.3,2.85,Linux,2532.36,High-End
6284,Razer,AMD Ryzen 3,16,SSD,256.0,Nvidia RTX 3080,15.6,2560x1440,7.9,1.51,Linux,1931.1,High-End
6285,HP,AMD Ryzen 7,8,SSD,2048.0,AMD Radeon RX 6600,15.6,3840x2160,11.0,2.83,FreeDOS,2397.14,High-End
6286,Acer,Intel i7,64,SSD,256.0,Nvidia GTX 1650,14.0,2560x1440,5.0,1.83,Linux,3691.74,Luxury
6287,Samsung,AMD Ryzen 3,16,SSD,2048.0,Nvidia GTX 1650,17.3,1366x768,10.4,3.35,FreeDOS,893.23,Mid-End
6288,Razer,AMD Ryzen 9,8,SSD,512.0,AMD Radeon RX 6600,14.0,1920x1080,10.6,2.98,Linux,2300.08,High-End
6289,Acer,Intel i9,32,SSD,256.0,Nvidia GTX 1650,15.6,1920x1080,7.9,3.45,macOS,2907.18,High-End
6290,Apple,AMD Ryzen 5,64,SSD,1024.0,Nvidia GTX 1650,13.3,1920x1080,11.1,2.55,FreeDOS,3536.19,Luxury
6291,MSI,Intel i7,4,SSD,512.0,Nvidia RTX 2060,14.0,1366x768,4.9,2.52,FreeDOS,1119.25,Mid-End
6292,Razer,AMD Ryzen 7,64,HDD,1024.0,AMD Radeon RX 6600,13.3,2560x1440,7.5,1.72,Linux,4430.76,Luxury
6293,HP,Intel i9,16,SSD,2048.0,Integrated,13.3,1920x1080,5.8,1.97,macOS,1387.99,Mid-End
6294,Lenovo,AMD Ryzen 7,4,SSD,256.0,AMD Radeon RX 6800,13.3,1920x1080,6.2,2.98,Linux,1059.62,Mid-End
6295,Dell,AMD Ryzen 9,32,HDD,1024.0,AMD Radeon RX 6600,16.0,3840x2160,8.1,2.62,Windows,4027.81,Luxury
6296,Microsoft,Intel i7,32,SSD,256.0,AMD Radeon RX 6600,14.0,1920x1080,6.5,2.73,Linux,1945.64,High-End
6297,HP,AMD Ryzen 9,16,SSD,256.0,Integrated,17.3,3840x2160,10.1,1.42,macOS,2424.02,High-End
6298,Microsoft,Intel i5,8,HDD,1024.0,AMD Radeon RX 6800,14.0,1920x1080,11.8,1.79,Linux,767.5,Low-End
6299,Lenovo,Intel i5,32,SSD,256.0,Nvidia RTX 2060,15.6,1366x768,4.6,1.4,Windows,1355.22,Mid-End
6300,HP,AMD Ryzen 7,4,SSD,512.0,Nvidia GTX 1650,14.0,2560x1440,9.1,2.99,Windows,1395.46,Mid-End
6301,MSI,AMD Ryzen 5,64,SSD,1024.0,AMD Radeon RX 6800,17.3,3840x2160,8.8,1.58,FreeDOS,5538.47,Luxury
6302,Asus,AMD Ryzen 5,8,SSD,512.0,AMD Radeon RX 6600,15.6,3840x2160,4.2,2.09,Linux,1836.05,High-End
6303,Apple,AMD Ryzen 9,8,SSD,1024.0,Nvidia RTX 3060,17.3,1920x1080,11.8,2.15,Windows,2735.18,High-End
6304,Asus,Intel i9,4,SSD,512.0,Nvidia RTX 3080,17.3,3840x2160,5.8,2.39,Windows,2838.7,High-End
6305,Microsoft,Intel i9,32,SSD,2048.0,Nvidia RTX 2060,13.3,1920x1080,7.8,3.4,Windows,2731.01,High-End
6306,Microsoft,Intel i5,64,HDD,1024.0,Nvidia GTX 1650,15.6,2560x1440,9.7,3.24,Windows,2714.18,High-End
6307,Apple,AMD Ryzen 9,16,HDD,1024.0,Nvidia GTX 1650,15.6,3840x2160,5.6,2.98,FreeDOS,4496.22,Luxury
6308,Lenovo,AMD Ryzen 3,64,SSD,512.0,Nvidia RTX 2060,17.3,1920x1080,4.0,3.25,FreeDOS,2247.16,High-End
6309,Dell,Intel i3,64,SSD,2048.0,Nvidia RTX 3060,16.0,1366x768,11.6,1.31,Windows,1875.08,High-End
6310,Asus,AMD Ryzen 7,32,SSD,1024.0,Integrated,16.0,2560x1440,9.4,2.71,Linux,1712.78,High-End
6311,Razer,AMD Ryzen 5,4,SSD,256.0,Nvidia RTX 3060,13.3,1920x1080,11.3,3.27,FreeDOS,1315.57,Mid-End
6312,Lenovo,AMD Ryzen 7,8,HDD,1024.0,AMD Radeon RX 6800,13.3,2560x1440,5.4,2.7,FreeDOS,1241.68,Mid-End
6313,Acer,Intel i5,64,SSD,2048.0,AMD Radeon RX 6800,14.0,2560x1440,6.7,2.31,Linux,2936.59,High-End
6314,Samsung,AMD Ryzen 9,8,HDD,1024.0,AMD Radeon RX 6800,15.6,3840x2160,5.9,2.54,Windows,2557.49,High-End
6315,Dell,Intel i7,8,SSD,2048.0,Integrated,13.3,1920x1080,9.9,1.5,macOS,847.84,Mid-End
6316,Microsoft,Intel i3,4,SSD,512.0,Integrated,13.3,1366x768,4.5,1.4,macOS,373.58,Low-End
6317,Acer,Intel i3,64,SSD,2048.0,Nvidia RTX 3060,14.0,3840x2160,9.1,2.57,FreeDOS,3437.5,Luxury
6318,Razer,AMD Ryzen 7,4,HDD,1024.0,AMD Radeon RX 6600,17.3,3840x2160,5.4,2.39,macOS,2411.42,High-End
6319,Asus,Intel i5,8,SSD,512.0,Integrated,15.6,1920x1080,9.5,2.29,Windows,641.38,Low-End
6320,Asus,AMD Ryzen 9,32,SSD,512.0,Nvidia RTX 3080,15.6,1920x1080,7.5,1.28,Windows,3002.77,Luxury
6321,Samsung,AMD Ryzen 3,64,SSD,512.0,Integrated,17.3,3840x2160,8.5,1.45,Windows,2380.49,High-End
6322,HP,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 2060,13.3,1920x1080,9.3,2.71,Windows,1164.31,Mid-End
6323,Acer,Intel i7,32,SSD,2048.0,Nvidia GTX 1650,16.0,3840x2160,8.0,1.71,macOS,3761.94,Luxury
6324,Acer,Intel i7,4,SSD,1024.0,AMD Radeon RX 6800,14.0,2560x1440,11.1,2.42,FreeDOS,1307.18,Mid-End
6325,HP,AMD Ryzen 3,4,HDD,1024.0,Nvidia GTX 1650,16.0,1366x768,7.9,3.17,Windows,703.0,Low-End
6326,Dell,Intel i9,16,HDD,1024.0,Nvidia RTX 2060,16.0,3840x2160,6.1,2.81,FreeDOS,3114.27,Luxury
6327,Lenovo,AMD Ryzen 5,64,HDD,1024.0,Nvidia RTX 2060,17.3,3840x2160,9.4,1.58,FreeDOS,3717.16,Luxury
6328,Microsoft,AMD Ryzen 7,16,SSD,512.0,Nvidia RTX 3080,14.0,1920x1080,4.6,3.4,Linux,1410.48,Mid-End
6329,Samsung,AMD Ryzen 3,32,HDD,1024.0,Nvidia RTX 3060,15.6,3840x2160,5.6,3.4,Windows,1913.9,High-End
