Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
HP,AMD Ryzen 3,16,SSD,2048.0,Integrated,13.3,1920x1080,4.2,1.77,macOS,590.47,Low-End
MSI,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 3080,14.0,1366x768,7.4,2.9,FreeDOS,4279.89,Luxury
Apple,AMD Ryzen 7,8,SSD,2048.0,Nvidia RTX 2060,17.3,3840x2160,4.2,2.47,Windows,3286.53,Luxury
Dell,AMD Ryzen 7,32,HDD,1024.0,AMD Radeon RX 6600,15.6,2560x1440,11.0,1.8,Windows,2253.58,High-End
Microsoft,Intel i5,4,SSD,512.0,Nvidia GTX 1650,17.3,1366x768,5.2,2.87,Linux,874.87,Mid-End
Acer,AMD Ryzen 3,4,SSD,256.0,AMD Radeon RX 6800,13.3,3840x2160,4.9,2.95,macOS,1303.85,Mid-End
Acer,Intel i3,8,SSD,256.0,Nvidia GTX 1650,14.0,3840x2160,6.5,2.31,Windows,1360.14,Mid-End
HP,AMD Ryzen 3,64,SSD,1024.0,Nvidia RTX 3060,16.0,1366x768,10.1,2.83,macOS,1901.97,High-End
Razer,Intel i9,64,SSD,256.0,Nvidia RTX 3060,15.6,1920x1080,6.0,2.07,macOS,5920.27,Luxury
Asus,AMD Ryzen 7,32,SSD,2048.0,Integrated,14.0,1366x768,5.5,2.27,FreeDOS,1236.74,Mid-End
Microsoft,AMD Ryzen 5,32,HDD,1024.0,Nvidia GTX 1650,13.3,2560x1440,8.3,1.29,macOS,1681.12,High-End
Razer,AMD Ryzen 9,32,SSD,256.0,Nvidia RTX 3080,16.0,1366x768,7.8,2.68,macOS,3497.62,Luxury
Asus,Intel i5,4,SSD,256.0,Integrated,17.3,1366x768,9.4,2.25,FreeDOS,732.19,Low-End
Asus,Intel i3,64,HDD,1024.0,Integrated,14.0,1366x768,10.5,3.05,Windows,914.56,Mid-End
Lenovo,Intel i7,64,SSD,512.0,Nvidia GTX 1650,14.0,1920x1080,11.5,2.1,Windows,2907.84,High-End
MSI,AMD Ryzen 9,64,SSD,256.0,Nvidia GTX 1650,16.0,2560x1440,5.9,1.53,Windows,7128.62,Luxury
Acer,Intel i7,4,SSD,1024.0,Nvidia RTX 2060,13.3,2560x1440,10.7,2.45,Windows,1323.17,Mid-End
Lenovo,Intel i7,32,SSD,1024.0,Nvidia RTX 3080,13.3,3840x2160,10.4,2.05,Linux,3204.67,Luxury
Microsoft,AMD Ryzen 3,4,SSD,256.0,Nvidia RTX 3080,17.3,3840x2160,8.2,2.72,Windows,1451.15,Mid-End
Razer,Intel i7,8,HDD,1024.0,Nvidia RTX 2060,14.0,1920x1080,7.9,3.09,FreeDOS,1557.05,High-End
Samsung,Intel i9,32,SSD,256.0,AMD Radeon RX 6800,16.0,1366x768,9.9,3.25,Linux,2523.44,High-End
Samsung,AMD Ryzen 7,16,SSD,256.0,Nvidia GTX 1650,14.0,1366x768,11.8,2.98,Windows,1262.01,Mid-End
Asus,AMD Ryzen 7,4,SSD,512.0,Nvidia GTX 1650,14.0,1920x1080,11.2,1.51,FreeDOS,1102.23,Mid-End
HP,AMD Ryzen 9,16,SSD,1024.0,Nvidia RTX 3080,17.3,1366x768,10.0,3.4,Windows,1955.02,High-End
Apple,AMD Ryzen 5,8,SSD,1024.0,Nvidia GTX 1650,15.6,1920x1080,5.7,3.41,Linux,1782.01,High-End
Lenovo,AMD Ryzen 9,16,SSD,2048.0,Nvidia RTX 2060,17.3,2560x1440,4.7,2.74,FreeDOS,2782.14,High-End
Acer,Intel i3,4,SSD,256.0,Nvidia GTX 1650,17.3,1366x768,8.2,1.84,FreeDOS,603.41,Low-End
HP,AMD Ryzen 7,8,HDD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,5.4,1.26,Windows,1306.24,Mid-End
Samsung,AMD Ryzen 7,64,SSD,256.0,AMD Radeon RX 6800,15.6,1920x1080,8.8,2.03,FreeDOS,3120.52,Luxury
HP,Intel i7,4,SSD,256.0,Nvidia GTX 1650,16.0,2560x1440,4.0,2.64,FreeDOS,1637.76,High-End
Apple,AMD Ryzen 5,16,SSD,256.0,Nvidia RTX 3080,13.3,2560x1440,9.1,1.88,Linux,2314.61,High-End
Razer,AMD Ryzen 5,16,SSD,1024.0,Nvidia RTX 3060,17.3,1920x1080,6.6,2.06,FreeDOS,1992.14,High-End
Asus,AMD Ryzen 7,4,SSD,512.0,Nvidia RTX 3080,14.0,1920x1080,9.4,1.73,Windows,1154.66,Mid-End
Microsoft,Intel i5,4,SSD,512.0,Integrated,16.0,1920x1080,10.5,2.5,macOS,823.49,Mid-End
Lenovo,AMD Ryzen 9,32,SSD,512.0,Integrated,15.6,3840x2160,4.2,1.25,macOS,3244.73,Luxury
Acer,Intel i9,32,SSD,1024.0,Nvidia RTX 3060,17.3,2560x1440,5.3,1.86,FreeDOS,3577.1,Luxury
Samsung,AMD Ryzen 5,32,SSD,512.0,AMD Radeon RX 6600,17.3,2560x1440,8.9,2.52,macOS,2269.91,High-End
MSI,Intel i3,16,HDD,1024.0,Integrated,16.0,1366x768,9.8,2.83,Linux,719.75,Low-End
Lenovo,AMD Ryzen 7,8,SSD,1024.0,AMD Radeon RX 6600,16.0,3840x2160,6.2,3.25,macOS,2258.4,High-End
Lenovo,Intel i5,8,SSD,1024.0,Nvidia RTX 2060,13.3,1366x768,6.7,1.32,Linux,892.02,Mid-End
HP,AMD Ryzen 7,32,HDD,1024.0,AMD Radeon RX 6800,14.0,1366x768,6.9,2.43,Windows,1511.47,High-End
Samsung,AMD Ryzen 3,64,SSD,512.0,Nvidia RTX 3060,13.3,1366x768,8.3,1.99,FreeDOS,1765.01,High-End
MSI,Intel i3,4,SSD,2048.0,Nvidia RTX 3060,17.3,2560x1440,6.9,2.35,FreeDOS,1268.64,Mid-End
Dell,Intel i9,16,SSD,512.0,Nvidia RTX 2060,14.0,2560x1440,10.7,3.46,FreeDOS,2348.96,High-End
Dell,Intel i7,8,SSD,2048.0,Integrated,17.3,1920x1080,7.0,1.52,FreeDOS,926.62,Mid-End
MSI,Intel i3,16,HDD,1024.0,Nvidia RTX 3060,14.0,1920x1080,7.2,1.78,Linux,1162.05,Mid-End
MSI,AMD Ryzen 7,8,SSD,512.0,Nvidia GTX 1650,15.6,3840x2160,6.5,3.49,Windows,3073.73,Luxury
Asus,AMD Ryzen 3,8,SSD,2048.0,Nvidia RTX 2060,17.3,1920x1080,11.2,2.12,macOS,823.35,Mid-End
Apple,AMD Ryzen 9,16,SSD,1024.0,AMD Radeon RX 6800,17.3,3840x2160,11.5,3.2,FreeDOS,5299.79,Luxury
Razer,AMD Ryzen 3,4,HDD,1024.0,AMD Radeon RX 6600,15.6,1920x1080,8.3,1.45,Windows,1076.01,Mid-End
Acer,Intel i9,64,SSD,512.0,Nvidia GTX 1650,13.3,1366x768,7.5,2.1,macOS,3299.61,Luxury
Apple,Intel i9,16,SSD,512.0,AMD Radeon RX 6600,13.3,1920x1080,7.5,2.22,Windows,3104.65,Luxury
Apple,AMD Ryzen 5,8,HDD,1024.0,AMD Radeon RX 6600,16.0,1920x1080,11.4,1.93,Linux,1340.04,Mid-End
Lenovo,AMD Ryzen 7,8,SSD,512.0,Nvidia RTX 3080,15.6,1920x1080,5.2,1.24,Windows,1522.47,High-End
Lenovo,AMD Ryzen 7,4,SSD,256.0,AMD Radeon RX 6600,17.3,3840x2160,11.9,1.74,Windows,2059.26,High-End
Razer,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 2060,17.3,1920x1080,10.0,2.11,FreeDOS,2016.81,High-End
Razer,Intel i7,64,SSD,512.0,Nvidia GTX 1650,14.0,1920x1080,6.4,3.49,Windows,4122.65,Luxury
Lenovo,AMD Ryzen 3,8,SSD,256.0,AMD Radeon RX 6800,15.6,2560x1440,5.9,3.41,Linux,1030.77,Mid-End
Acer,AMD Ryzen 3,64,HDD,1024.0,AMD Radeon RX 6800,15.6,1366x768,10.5,3.09,macOS,1589.54,High-End
Razer,Intel i5,8,HDD,1024.0,AMD Radeon RX 6600,14.0,1366x768,10.1,2.37,Windows,854.48,Mid-End
MSI,AMD Ryzen 7,16,SSD,512.0,Nvidia GTX 1650,17.3,2560x1440,9.0,2.03,Linux,2730.61,High-End
MSI,AMD Ryzen 5,16,SSD,1024.0,Nvidia RTX 2060,13.3,2560x1440,5.2,2.75,Linux,2001.96,High-End
Razer,AMD Ryzen 9,8,SSD,1024.0,Nvidia RTX 2060,14.0,3840x2160,10.4,2.8,Windows,3951.45,Luxury
HP,Intel i7,16,SSD,512.0,Nvidia RTX 3060,16.0,3840x2160,11.7,2.52,Linux,2787.73,High-End
Lenovo,AMD Ryzen 5,32,SSD,512.0,AMD Radeon RX 6800,17.3,2560x1440,11.5,3.43,FreeDOS,2101.67,High-End
HP,AMD Ryzen 9,8,HDD,1024.0,Nvidia RTX 2060,15.6,1366x768,7.8,1.79,Windows,1340.82,Mid-End
Lenovo,AMD Ryzen 5,32,SSD,512.0,Nvidia RTX 3080,16.0,3840x2160,11.3,2.28,macOS,2844.53,High-End
Apple,AMD Ryzen 5,8,SSD,2048.0,Nvidia GTX 1650,15.6,1920x1080,5.5,3.23,macOS,1558.65,High-End
Apple,AMD Ryzen 9,16,SSD,256.0,Integrated,14.0,1920x1080,12.0,1.93,Windows,1935.61,High-End
Acer,AMD Ryzen 9,4,SSD,512.0,Nvidia RTX 3080,14.0,1920x1080,8.8,1.99,macOS,1415.22,Mid-End
Lenovo,AMD Ryzen 9,8,SSD,256.0,Nvidia RTX 2060,14.0,1366x768,4.9,3.04,FreeDOS,1536.03,High-End
Asus,AMD Ryzen 3,4,SSD,512.0,AMD Radeon RX 6600,15.6,2560x1440,10.2,3.38,macOS,908.83,Mid-End
Apple,AMD Ryzen 9,16,SSD,512.0,Nvidia RTX 3080,15.6,3840x2160,4.9,2.32,Linux,5516.72,Luxury
HP,AMD Ryzen 9,16,SSD,256.0,Nvidia RTX 3080,13.3,1366x768,8.6,2.9,Linux,1541.37,High-End
MSI,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 3060,16.0,3840x2160,6.0,2.12,Linux,3069.65,Luxury
Razer,Intel i9,64,SSD,1024.0,Integrated,13.3,2560x1440,5.0,3.41,FreeDOS,4449.09,Luxury
Samsung,Intel i7,4,SSD,256.0,Nvidia RTX 2060,14.0,2560x1440,6.4,3.07,Windows,1540.73,High-End
Apple,Intel i5,16,SSD,2048.0,Nvidia RTX 2060,16.0,2560x1440,6.2,3.48,Linux,2537.62,High-End
MSI,Intel i7,32,SSD,256.0,Integrated,14.0,2560x1440,5.2,2.43,Windows,2018.84,High-End
Microsoft,Intel i7,8,HDD,1024.0,Nvidia GTX 1650,16.0,2560x1440,7.5,1.61,Linux,1410.91,Mid-End
Dell,AMD Ryzen 5,4,SSD,1024.0,Nvidia RTX 2060,17.3,2560x1440,6.5,2.43,Windows,1358.41,Mid-End
Lenovo,AMD Ryzen 5,4,SSD,2048.0,Integrated,17.3,3840x2160,4.8,1.51,Linux,1205.76,Mid-End
Apple,Intel i7,64,SSD,512.0,Integrated,17.3,3840x2160,7.0,2.77,FreeDOS,5436.0,Luxury
Samsung,Intel i9,4,SSD,1024.0,Integrated,16.0,2560x1440,10.2,2.12,macOS,1352.32,Mid-End
Dell,AMD Ryzen 7,4,SSD,512.0,AMD Radeon RX 6800,15.6,1920x1080,4.0,2.51,Linux,1245.12,Mid-End
Dell,AMD Ryzen 7,8,SSD,512.0,Nvidia RTX 2060,13.3,1920x1080,10.5,3.08,macOS,1371.62,Mid-End
Asus,Intel i5,8,SSD,512.0,Nvidia RTX 2060,15.6,1366x768,5.2,1.21,Linux,879.21,Mid-End
Microsoft,Intel i9,64,SSD,1024.0,Integrated,17.3,2560x1440,10.5,1.38,FreeDOS,3707.39,Luxury
Samsung,AMD Ryzen 9,32,SSD,512.0,AMD Radeon RX 6800,14.0,1366x768,8.8,2.03,Linux,2342.17,High-End
Razer,Intel i3,8,SSD,2048.0,Nvidia RTX 3060,14.0,1366x768,10.9,2.09,Windows,1063.32,Mid-End
Asus,Intel i7,8,SSD,512.0,Nvidia RTX 3060,17.3,1920x1080,6.2,2.61,FreeDOS,1499.76,Mid-End
Acer,Intel i7,32,SSD,2048.0,Nvidia GTX 1650,16.0,3840x2160,4.4,2.15,FreeDOS,3578.67,Luxury
Dell,AMD Ryzen 9,32,SSD,1024.0,Integrated,13.3,3840x2160,9.1,1.33,macOS,3057.04,Luxury
MSI,AMD Ryzen 7,64,SSD,2048.0,Integrated,13.3,1366x768,8.3,2.47,macOS,2249.78,High-End
Samsung,AMD Ryzen 9,16,SSD,2048.0,Nvidia RTX 2060,14.0,1920x1080,8.5,2.29,FreeDOS,2015.3,High-End
Acer,Intel i5,16,SSD,2048.0,Nvidia RTX 3080,14.0,1366x768,9.7,2.72,macOS,1070.32,Mid-End
Asus,Intel i3,32,HDD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,5.4,1.56,Windows,1241.43,Mid-End
Microsoft,AMD Ryzen 3,8,SSD,2048.0,AMD Radeon RX 6600,14.0,2560x1440,10.7,1.71,macOS,974.28,Mid-End
MSI,AMD Ryzen 5,4,SSD,256.0,AMD Radeon RX 6800,15.6,2560x1440,8.6,1.49,Windows,1591.81,High-End
MSI,Intel i9,64,SSD,1024.0,Nvidia RTX 3060,14.0,1366x768,9.8,1.35,FreeDOS,4370.86,Luxury
MSI,Intel i5,32,SSD,1024.0,Nvidia RTX 2060,15.6,2560x1440,11.8,1.85,Windows,2713.97,High-End
Dell,Intel i3,4,SSD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,5.7,2.83,FreeDOS,922.48,Mid-End
Lenovo,AMD Ryzen 3,32,SSD,1024.0,Nvidia GTX 1650,16.0,3840x2160,5.7,2.89,Linux,2282.21,High-End
HP,Intel i9,8,SSD,512.0,AMD Radeon RX 6800,15.6,3840x2160,6.8,2.27,Linux,3089.05,Luxury
Razer,Intel i7,16,HDD,1024.0,AMD Radeon RX 6600,14.0,1366x768,7.5,1.54,macOS,1520.8,High-End
Lenovo,AMD Ryzen 5,4,SSD,1024.0,Nvidia GTX 1650,15.6,1366x768,11.2,2.25,Windows,973.4,Mid-End
Microsoft,AMD Ryzen 5,64,SSD,2048.0,Integrated,13.3,1920x1080,9.0,1.45,FreeDOS,1604.16,High-End
Dell,Intel i9,32,SSD,256.0,Nvidia RTX 3060,15.6,3840x2160,10.0,1.72,Windows,4660.52,Luxury
Samsung,Intel i7,64,SSD,256.0,Integrated,14.0,1366x768,6.1,2.33,Linux,1703.36,High-End
Dell,Intel i7,64,SSD,512.0,Nvidia RTX 3060,14.0,1366x768,7.4,2.43,Windows,2599.82,High-End
Asus,Intel i9,8,SSD,512.0,Nvidia RTX 3060,13.3,1920x1080,8.6,2.58,Linux,1809.23,High-End
Razer,AMD Ryzen 5,64,SSD,512.0,Nvidia RTX 2060,17.3,1366x768,9.1,3.14,Linux,3151.76,Luxury
MSI,Intel i3,4,SSD,512.0,Nvidia GTX 1650,14.0,1920x1080,7.1,3.48,FreeDOS,865.73,Mid-End
HP,AMD Ryzen 9,32,SSD,2048.0,Integrated,13.3,1366x768,9.8,2.71,Windows,1372.88,Mid-End
HP,Intel i9,4,SSD,2048.0,Nvidia RTX 3080,17.3,2560x1440,7.1,1.86,FreeDOS,1990.22,High-End
Samsung,Intel i9,4,SSD,1024.0,Nvidia RTX 3080,17.3,2560x1440,10.7,2.04,Windows,2004.66,High-End
Asus,Intel i3,64,SSD,512.0,Integrated,16.0,2560x1440,11.4,1.98,macOS,1804.21,High-End
Apple,AMD Ryzen 9,64,HDD,1024.0,Nvidia RTX 3060,16.0,1920x1080,8.4,2.27,Windows,5293.6,Luxury
Asus,Intel i5,4,SSD,256.0,Nvidia RTX 2060,13.3,2560x1440,10.3,1.21,Windows,1078.75,Mid-End
Razer,Intel i9,32,SSD,512.0,Nvidia RTX 3060,15.6,3840x2160,4.1,2.15,Windows,6740.72,Luxury
Dell,Intel i3,16,SSD,2048.0,Nvidia RTX 3060,14.0,2560x1440,5.1,1.73,macOS,1390.85,Mid-End
Samsung,Intel i5,4,SSD,256.0,Nvidia GTX 1650,17.3,1366x768,6.9,2.65,Linux,806.69,Mid-End
Microsoft,AMD Ryzen 3,8,SSD,256.0,AMD Radeon RX 6600,14.0,1366x768,9.0,2.88,Windows,711.87,Low-End
Razer,AMD Ryzen 5,8,SSD,2048.0,Nvidia RTX 2060,13.3,3840x2160,8.6,1.27,Windows,2418.13,High-End
Dell,Intel i5,64,SSD,256.0,AMD Radeon RX 6800,17.3,1366x768,8.3,2.09,macOS,2052.0,High-End
Acer,AMD Ryzen 7,64,HDD,1024.0,Nvidia GTX 1650,14.0,3840x2160,4.8,2.82,Linux,4044.97,Luxury
Acer,Intel i7,4,SSD,512.0,AMD Radeon RX 6800,16.0,3840x2160,10.2,3.06,macOS,1982.45,High-End
Lenovo,AMD Ryzen 7,8,SSD,2048.0,Nvidia GTX 1650,14.0,1366x768,6.8,3.34,Windows,1108.74,Mid-End
HP,AMD Ryzen 3,64,HDD,1024.0,Nvidia RTX 3080,16.0,2560x1440,9.7,1.37,Windows,2189.58,High-End
Dell,Intel i3,4,SSD,1024.0,Integrated,17.3,3840x2160,4.6,2.83,FreeDOS,902.87,Mid-End
Apple,AMD Ryzen 9,16,HDD,1024.0,Nvidia RTX 3080,14.0,3840x2160,10.5,1.65,Linux,4207.99,Luxury
MSI,Intel i3,32,SSD,2048.0,AMD Radeon RX 6600,17.3,3840x2160,7.1,1.67,Linux,3032.11,Luxury
HP,AMD Ryzen 3,64,HDD,1024.0,Integrated,17.3,1366x768,5.7,1.64,FreeDOS,1069.85,Mid-End
Apple,Intel i7,8,SSD,1024.0,Nvidia RTX 3060,17.3,1366x768,6.4,2.25,FreeDOS,1710.53,High-End
Dell,AMD Ryzen 3,16,SSD,2048.0,Nvidia RTX 2060,14.0,2560x1440,10.9,1.33,FreeDOS,1173.7,Mid-End
Lenovo,Intel i7,64,SSD,256.0,Nvidia GTX 1650,13.3,3840x2160,5.9,1.67,macOS,4893.85,Luxury
Apple,Intel i7,32,SSD,512.0,Integrated,15.6,1920x1080,10.2,1.26,Linux,2238.37,High-End
Microsoft,AMD Ryzen 3,32,SSD,2048.0,Nvidia RTX 2060,14.0,1366x768,9.4,1.59,FreeDOS,1046.94,Mid-End
Lenovo,Intel i3,8,SSD,512.0,AMD Radeon RX 6800,14.0,3840x2160,6.7,1.75,macOS,1537.86,High-End
Asus,AMD Ryzen 7,8,SSD,1024.0,AMD Radeon RX 6800,15.6,3840x2160,6.8,2.94,FreeDOS,2308.98,High-End
Acer,Intel i7,16,SSD,512.0,AMD Radeon RX 6800,13.3,2560x1440,9.9,1.49,Linux,2022.08,High-End
Acer,AMD Ryzen 5,32,SSD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,5.5,1.55,macOS,2820.61,High-End
Razer,AMD Ryzen 7,8,SSD,1024.0,Integrated,14.0,2560x1440,4.4,1.53,FreeDOS,1558.21,High-End
Samsung,AMD Ryzen 7,4,SSD,1024.0,Nvidia RTX 3080,14.0,1920x1080,6.1,3.3,Windows,1125.21,Mid-End
Samsung,Intel i3,4,SSD,256.0,AMD Radeon RX 6600,15.6,3840x2160,6.1,1.33,macOS,1472.4,Mid-End
Samsung,Intel i9,4,SSD,256.0,Nvidia RTX 3060,16.0,2560x1440,8.5,1.54,Linux,1906.71,High-End
Lenovo,Intel i5,64,SSD,512.0,Integrated,15.6,2560x1440,9.6,2.18,Linux,2150.44,High-End
Lenovo,AMD Ryzen 5,16,SSD,512.0,Integrated,15.6,3840x2160,8.4,3.02,FreeDOS,1421.53,Mid-End
MSI,AMD Ryzen 3,4,SSD,2048.0,Nvidia GTX 1650,17.3,1366x768,8.5,2.82,FreeDOS,793.7,Low-End
HP,AMD Ryzen 9,64,SSD,512.0,AMD Radeon RX 6600,13.3,1920x1080,6.2,2.35,macOS,3924.86,Luxury
Acer,Intel i7,64,SSD,1024.0,Integrated,13.3,1920x1080,10.8,2.55,FreeDOS,2121.38,High-End
Microsoft,AMD Ryzen 5,16,SSD,256.0,AMD Radeon RX 6600,13.3,2560x1440,10.3,1.43,macOS,1400.1,Mid-End
Apple,Intel i3,4,SSD,512.0,Nvidia RTX 3080,13.3,2560x1440,6.7,2.71,FreeDOS,1362.89,Mid-End
HP,Intel i9,64,SSD,1024.0,AMD Radeon RX 6800,17.3,2560x1440,10.2,2.84,Windows,5342.79,Luxury
Samsung,AMD Ryzen 7,8,HDD,1024.0,Nvidia RTX 3060,17.3,1920x1080,11.9,1.85,FreeDOS,1173.41,Mid-End
Razer,AMD Ryzen 3,64,SSD,256.0,Nvidia GTX 1650,16.0,1920x1080,9.9,1.31,FreeDOS,2911.76,High-End
Lenovo,AMD Ryzen 9,8,SSD,1024.0,Nvidia GTX 1650,17.3,2560x1440,11.7,2.1,Linux,2163.62,High-End
Apple,AMD Ryzen 5,32,SSD,1024.0,Nvidia RTX 2060,17.3,2560x1440,5.3,2.01,macOS,3145.35,Luxury
Microsoft,Intel i3,64,SSD,512.0,Nvidia RTX 2060,16.0,3840x2160,7.4,3.21,Linux,3685.92,Luxury
Acer,Intel i7,16,HDD,1024.0,Nvidia RTX 2060,16.0,1366x768,8.4,1.47,Windows,1021.19,Mid-End
HP,Intel i5,32,HDD,1024.0,Nvidia RTX 3080,13.3,3840x2160,7.5,3.43,Linux,2303.6,High-End
HP,AMD Ryzen 7,8,SSD,256.0,Nvidia RTX 2060,17.3,1920x1080,8.3,3.45,Linux,1301.54,Mid-End
Apple,Intel i3,8,HDD,1024.0,Nvidia RTX 2060,15.6,3840x2160,9.2,2.55,Linux,1994.43,High-End
Acer,AMD Ryzen 7,32,HDD,1024.0,Nvidia GTX 1650,15.6,1366x768,6.6,2.03,macOS,1402.78,Mid-End
Dell,Intel i3,32,SSD,256.0,Nvidia RTX 3060,16.0,3840x2160,5.2,2.46,FreeDOS,2435.96,High-End
Razer,AMD Ryzen 7,8,SSD,1024.0,Nvidia GTX 1650,16.0,2560x1440,5.6,1.26,Linux,2369.2,High-End
Razer,Intel i9,4,SSD,256.0,Integrated,15.6,1920x1080,8.1,2.16,FreeDOS,1511.05,High-End
Lenovo,Intel i9,4,SSD,1024.0,Nvidia GTX 1650,14.0,3840x2160,7.1,1.8,FreeDOS,2393.82,High-End
Razer,Intel i9,8,SSD,1024.0,Nvidia RTX 3080,16.0,1920x1080,8.2,1.61,macOS,2632.8,High-End
Samsung,Intel i9,64,SSD,1024.0,Integrated,17.3,2560x1440,8.9,1.2,Windows,3704.72,Luxury
MSI,AMD Ryzen 5,8,SSD,2048.0,Nvidia RTX 3060,16.0,3840x2160,4.6,1.75,macOS,2411.86,High-End
Dell,Intel i9,16,SSD,1024.0,Nvidia RTX 3060,17.3,3840x2160,6.0,1.89,FreeDOS,3625.64,Luxury
Samsung,Intel i7,64,SSD,256.0,AMD Radeon RX 6600,17.3,3840x2160,9.0,2.36,FreeDOS,5502.59,Luxury
MSI,Intel i7,8,SSD,2048.0,Integrated,14.0,2560x1440,4.7,2.95,Windows,1221.92,Mid-End
Acer,AMD Ryzen 3,16,SSD,1024.0,Integrated,14.0,1920x1080,7.4,2.37,Linux,778.02,Low-End
Dell,Intel i9,8,SSD,1024.0,Nvidia RTX 2060,17.3,2560x1440,8.2,1.82,Linux,2130.63,High-End
Microsoft,Intel i5,32,SSD,256.0,Nvidia GTX 1650,16.0,1366x768,11.0,1.29,FreeDOS,1597.54,High-End
Samsung,AMD Ryzen 9,32,SSD,1024.0,Nvidia RTX 3060,14.0,1920x1080,11.3,2.0,FreeDOS,2646.56,High-End
HP,AMD Ryzen 7,8,SSD,1024.0,AMD Radeon RX 6600,14.0,1920x1080,7.5,2.71,Windows,1373.81,Mid-End
Acer,AMD Ryzen 5,8,SSD,256.0,Nvidia RTX 3060,17.3,1366x768,4.8,1.69,macOS,927.21,Mid-End
Asus,AMD Ryzen 5,32,SSD,256.0,AMD Radeon RX 6600,14.0,1920x1080,9.7,3.4,Linux,1569.78,High-End
Asus,Intel i3,64,SSD,512.0,Nvidia RTX 3060,14.0,1920x1080,7.2,3.5,Windows,2033.79,High-End
Acer,AMD Ryzen 3,32,SSD,256.0,Nvidia RTX 3060,17.3,2560x1440,5.5,2.74,Linux,1951.73,High-End
Apple,Intel i3,32,SSD,256.0,Nvidia RTX 3060,13.3,2560x1440,5.7,2.14,Linux,2597.25,High-End
MSI,AMD Ryzen 9,32,SSD,512.0,AMD Radeon RX 6600,16.0,3840x2160,5.7,2.12,macOS,6095.45,Luxury
Lenovo,Intel i5,32,SSD,256.0,Nvidia RTX 3060,16.0,1920x1080,6.8,2.34,macOS,1840.99,High-End
Dell,Intel i3,64,SSD,256.0,Nvidia RTX 2060,14.0,3840x2160,7.7,1.69,Windows,3308.96,Luxury
Acer,AMD Ryzen 5,32,SSD,2048.0,Nvidia RTX 2060,15.6,1366x768,10.2,3.4,FreeDOS,1592.34,High-End
Apple,AMD Ryzen 7,16,SSD,256.0,AMD Radeon RX 6600,14.0,3840x2160,9.1,1.47,FreeDOS,3641.87,Luxury
Asus,Intel i3,64,SSD,1024.0,Nvidia RTX 3080,16.0,1366x768,10.6,3.32,macOS,1868.31,High-End
Lenovo,Intel i3,64,SSD,1024.0,AMD Radeon RX 6600,16.0,1366x768,7.6,3.48,FreeDOS,1844.41,High-End
Razer,Intel i5,64,SSD,512.0,AMD Radeon RX 6600,16.0,1920x1080,8.5,1.99,macOS,3722.85,Luxury
Lenovo,AMD Ryzen 3,4,SSD,2048.0,Nvidia RTX 2060,16.0,1920x1080,9.9,2.53,FreeDOS,979.06,Mid-End
Acer,AMD Ryzen 7,32,SSD,256.0,AMD Radeon RX 6800,14.0,1920x1080,4.2,2.62,Linux,2114.91,High-End
Dell,Intel i7,4,SSD,256.0,Nvidia RTX 2060,14.0,1920x1080,10.6,1.23,FreeDOS,1227.61,Mid-End
Samsung,Intel i5,16,SSD,1024.0,Nvidia GTX 1650,13.3,2560x1440,6.5,1.29,Windows,1515.64,High-End
MSI,AMD Ryzen 5,64,SSD,2048.0,Integrated,13.3,2560x1440,7.7,3.07,macOS,2509.78,High-End
HP,Intel i9,4,SSD,2048.0,Nvidia RTX 3060,13.3,3840x2160,5.2,1.7,Windows,2593.49,High-End
Asus,Intel i7,16,SSD,1024.0,Integrated,14.0,1920x1080,9.3,2.04,Windows,1025.66,Mid-End
Razer,Intel i9,32,SSD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,8.0,1.27,macOS,3997.08,Luxury
Samsung,AMD Ryzen 7,4,HDD,1024.0,Nvidia RTX 3080,17.3,3840x2160,5.8,3.42,Linux,1619.41,High-End
Samsung,Intel i9,64,SSD,512.0,Nvidia RTX 3060,13.3,1366x768,7.5,1.35,Windows,3187.06,Luxury
Lenovo,Intel i7,16,HDD,1024.0,Nvidia RTX 3080,17.3,1920x1080,8.6,2.12,Windows,1303.36,Mid-End
Apple,Intel i3,4,HDD,1024.0,Nvidia RTX 3080,13.3,1366x768,9.7,2.51,macOS,811.47,Mid-End
Lenovo,Intel i7,32,SSD,2048.0,Nvidia RTX 2060,14.0,1366x768,6.1,3.5,Linux,1714.09,High-End
Razer,AMD Ryzen 5,16,SSD,1024.0,AMD Radeon RX 6800,13.3,3840x2160,8.3,2.03,Linux,2759.96,High-End
Acer,AMD Ryzen 5,8,SSD,512.0,Nvidia GTX 1650,13.3,1920x1080,9.0,1.52,Windows,967.58,Mid-End
Acer,AMD Ryzen 9,8,SSD,2048.0,Nvidia RTX 2060,13.3,3840x2160,5.4,2.66,Windows,2600.96,High-End
